"year","month","month_n","date","nino3","nino34anom","nino4","nino4anom","soi"
1870,"January",1,1870-01-01,24.23,-1,27.78,-0.48,1.062
1870,"February",2,1870-02-01,25.15,-1.2,26.93,-1.16,0.181
1870,"March",3,1870-03-01,26.35,-0.83,27.28,-1.01,-0.746
1870,"April",4,1870-04-01,26.7,-0.81,27.5,-1,0.472
1870,"May",5,1870-05-01,25.92,-1.27,27.73,-1.08,-0.113
1870,"June",6,1870-06-01,25.46,-1.08,27.71,-1.11,-1.103
1870,"July",7,1870-07-01,24.57,-1.04,27.79,-0.98,0.172
1870,"August",8,1870-08-01,24.11,-0.88,27.82,-0.86,0.979
1870,"September",9,1870-09-01,24.09,-0.53,28.25,-0.44,-0.002
1870,"October",10,1870-10-01,23.68,-0.92,28.17,-0.51,-0.578
1870,"November",11,1870-11-01,23.94,-0.79,28,-0.62,-0.856
1870,"December",12,1870-12-01,24.19,-0.79,27.78,-0.67,-1.294
1871,"January",1,1871-01-01,25.33,-0.25,27.72,-0.55,-1.129
1871,"February",2,1871-02-01,25.83,-0.58,27.69,-0.41,-0.129
1871,"March",3,1871-03-01,26.65,-0.43,27.84,-0.44,-2
1871,"April",4,1871-04-01,26.91,-0.5,28.1,-0.4,-0.456
1871,"May",5,1871-05-01,26.22,-0.7,28.11,-0.7,-0.47
1871,"June",6,1871-06-01,25.93,-0.53,28.11,-0.71,0.245
1871,"July",7,1871-07-01,25.07,-0.6,27.91,-0.87,0.313
1871,"August",8,1871-08-01,24.66,-0.33,28.12,-0.55,0.382
1871,"September",9,1871-09-01,24.59,-0.24,28.23,-0.45,0.576
1871,"October",10,1871-10-01,24.55,-0.33,28.25,-0.43,-0.138
1871,"November",11,1871-11-01,24.66,-0.31,28.1,-0.52,-0.021
1871,"December",12,1871-12-01,24.52,-0.58,27.73,-0.72,0.97
1872,"January",1,1872-01-01,24.82,-0.72,27.5,-0.76,2.69
1872,"February",2,1872-02-01,25.61,-0.62,27.59,-0.51,1.117
1872,"March",3,1872-03-01,26.46,-0.5,27.9,-0.39,1.689
1872,"April",4,1872-04-01,26.62,-0.77,27.82,-0.68,-0.541
1872,"May",5,1872-05-01,26.27,-0.62,28.2,-0.61,1.354
1872,"June",6,1872-06-01,25.84,-0.52,28.03,-0.79,2.454
1872,"July",7,1872-07-01,25.19,-0.32,28.03,-0.75,2.301
1872,"August",8,1872-08-01,24.17,-0.85,27.55,-1.13,0.986
1872,"September",9,1872-09-01,23.97,-1.02,27.54,-1.15,3.142
1872,"October",10,1872-10-01,23.81,-0.94,27.77,-0.9,1.895
1872,"November",11,1872-11-01,24.01,-0.79,27.88,-0.74,3.092
1872,"December",12,1872-12-01,24.14,-0.88,27.62,-0.83,2.795
1873,"January",1,1873-01-01,24.63,-0.78,27.5,-0.77,2.469
1873,"February",2,1873-02-01,25.17,-1.01,27.23,-0.86,1.124
1873,"March",3,1873-03-01,25.6,-1.31,27.2,-1.09,1.627
1873,"April",4,1873-04-01,26.62,-0.67,27.78,-0.72,2.285
1873,"May",5,1873-05-01,26.25,-0.53,28.27,-0.54,1.185
1873,"June",6,1873-06-01,26.06,-0.48,28.06,-0.76,-3.09
1873,"July",7,1873-07-01,25.12,-0.58,28.06,-0.71,-1.141
1873,"August",8,1873-08-01,24.65,-0.39,28.06,-0.62,-0.586
1873,"September",9,1873-09-01,24.43,-0.34,28.07,-0.62,-2.134
1873,"October",10,1873-10-01,23.97,-0.78,27.89,-0.79,-1.775
1873,"November",11,1873-11-01,23.94,-0.77,27.92,-0.7,-0.356
1873,"December",12,1873-12-01,24.05,-0.7,27.98,-0.47,1.332
1874,"January",1,1874-01-01,24.25,-0.93,27.66,-0.61,0.901
1874,"February",2,1874-02-01,24.94,-1.06,27.42,-0.68,-0.277
1874,"March",3,1874-03-01,25.63,-1.4,27.31,-0.97,-0.52
1874,"April",4,1874-04-01,26.41,-0.94,27.86,-0.64,0.978
1874,"May",5,1874-05-01,26.23,-0.86,28.2,-0.61,1.289
1874,"June",6,1874-06-01,25.67,-0.72,28.15,-0.66,-1.923
1874,"July",7,1874-07-01,24.48,-1,27.94,-0.83,-0.144
1874,"August",8,1874-08-01,23.76,-1.05,27.8,-0.88,0.753
1874,"September",9,1874-09-01,23.76,-1.13,27.48,-1.21,2.031
1874,"October",10,1874-10-01,23.7,-1.25,27.4,-1.27,2.193
1874,"November",11,1874-11-01,23.74,-1.33,27.4,-1.22,0.534
1874,"December",12,1874-12-01,24.03,-1.14,27.49,-0.95,1.277
1875,"January",1,1875-01-01,24.81,-0.71,27.62,-0.65,0.655
1875,"February",2,1875-02-01,25.85,-0.37,27.68,-0.41,-0.112
1875,"March",3,1875-03-01,26.45,-0.59,27.61,-0.68,-0.997
1875,"April",4,1875-04-01,26.68,-0.87,27.51,-0.99,1.4
1875,"May",5,1875-05-01,26.02,-1.09,27.7,-1.1,0.753
1875,"June",6,1875-06-01,25.8,-0.76,27.77,-1.04,2.573
1875,"July",7,1875-07-01,24.73,-0.85,27.59,-1.18,-0.485
1875,"August",8,1875-08-01,24.24,-0.81,27.54,-1.13,-0.212
1875,"September",9,1875-09-01,24.08,-0.91,27.5,-1.19,0.826
1875,"October",10,1875-10-01,24.01,-0.83,27.75,-0.93,0.929
1875,"November",11,1875-11-01,24.06,-0.64,27.96,-0.66,-1.54
1875,"December",12,1875-12-01,24.13,-0.75,27.61,-0.83,-0.54
1876,"January",1,1876-01-01,24.33,-0.95,27.26,-1.01,1.156
1876,"February",2,1876-02-01,24.89,-1.2,27.14,-0.95,0.981
1876,"March",3,1876-03-01,25.7,-1.13,27.53,-0.76,-0.102
1876,"April",4,1876-04-01,25.99,-1.18,27.63,-0.87,0.936
1876,"May",5,1876-05-01,25.62,-1.08,28.1,-0.71,0.745
1876,"June",6,1876-06-01,25.81,-0.43,28.23,-0.59,1.976
1876,"July",7,1876-07-01,25.16,-0.34,28.11,-0.66,-0.509
1876,"August",8,1876-08-01,24.77,-0.16,28.2,-0.47,1.082
1876,"September",9,1876-09-01,24.88,-0.02,28.3,-0.39,0.98
1876,"October",10,1876-10-01,25.16,0.11,28.41,-0.27,-1
1876,"November",11,1876-11-01,25.22,0.15,28.4,-0.22,-0.464
1876,"December",12,1876-12-01,25.44,0.23,28.34,-0.11,-0.451
1877,"January",1,1877-01-01,25.8,0.35,28.16,-0.1,-0.882
1877,"February",2,1877-02-01,26.57,0.46,28.57,0.47,-1.444
1877,"March",3,1877-03-01,27.32,0.52,28.53,0.25,-1.069
1877,"April",4,1877-04-01,27.61,0.5,28.64,0.14,-3.873
1877,"May",5,1877-05-01,27.43,0.76,29.03,0.22,-1.706
1877,"June",6,1877-06-01,26.96,0.98,29.29,0.47,-4.344
1877,"July",7,1877-07-01,26.96,1.42,29.31,0.53,-0.957
1877,"August",8,1877-08-01,26.58,1.54,29.23,0.55,-1.058
1877,"September",9,1877-09-01,26.97,1.75,29.28,0.6,-1.71
1877,"October",10,1877-10-01,27.07,1.95,29.48,0.8,-1.697
1877,"November",11,1877-11-01,27.27,2.08,29.53,0.91,-1.307
1877,"December",12,1877-12-01,27.71,2.49,29.6,1.16,-1.516
1878,"January",1,1878-01-01,28.15,2.41,29.32,1.05,-0.979
1878,"February",2,1878-02-01,28.84,2.43,29.28,1.18,-2.216
1878,"March",3,1878-03-01,28.28,1.31,29,0.71,-1.857
1878,"April",4,1878-04-01,28.32,0.92,29.01,0.51,-1.068
1878,"May",5,1878-05-01,27.72,0.82,29.18,0.37,0.103
1878,"June",6,1878-06-01,27.18,0.92,29.46,0.65,-0.587
1878,"July",7,1878-07-01,25.86,0.25,28.75,-0.03,1.597
1878,"August",8,1878-08-01,24.9,-0.11,28.37,-0.3,1.124
1878,"September",9,1878-09-01,24.49,-0.32,28.18,-0.5,1.695
1878,"October",10,1878-10-01,24.33,-0.53,28.06,-0.61,0.937
1878,"November",11,1878-11-01,24.05,-0.7,28.14,-0.48,1.387
1878,"December",12,1878-12-01,24.34,-0.75,27.99,-0.45,1.892
1879,"January",1,1879-01-01,25.02,-0.55,27.99,-0.27,1.283
1879,"February",2,1879-02-01,26.09,-0.18,28.01,-0.09,1.329
1879,"March",3,1879-03-01,26.72,-0.24,28.2,-0.09,1.304
1879,"April",4,1879-04-01,26.91,-0.37,28.18,-0.32,1.589
1879,"May",5,1879-05-01,26.06,-0.83,28.12,-0.69,0.103
1879,"June",6,1879-06-01,25.89,-0.67,27.81,-1,1.849
1879,"July",7,1879-07-01,24.97,-0.77,27.74,-1.03,2.192
1879,"August",8,1879-08-01,24.43,-0.69,27.81,-0.86,2.201
1879,"September",9,1879-09-01,24.19,-0.83,27.84,-0.84,1.795
1879,"October",10,1879-10-01,24.07,-0.93,27.67,-1,1.525
1879,"November",11,1879-11-01,23.95,-1.14,27.47,-1.15,0.761
1879,"December",12,1879-12-01,24.16,-1.02,27.61,-0.84,-0.708
1880,"January",1,1880-01-01,24.57,-1,27.69,-0.57,1.136
1880,"February",2,1880-02-01,25.73,-0.73,27.75,-0.34,0.703
1880,"March",3,1880-03-01,26.43,-0.62,27.88,-0.41,1.429
1880,"April",4,1880-04-01,26.88,-0.57,28.07,-0.43,0.788
1880,"May",5,1880-05-01,26.36,-0.71,28.21,-0.6,1.225
1880,"June",6,1880-06-01,25.8,-0.61,28.1,-0.71,0.973
1880,"July",7,1880-07-01,25.14,-0.53,28.12,-0.66,0.212
1880,"August",8,1880-08-01,24.91,-0.24,28.05,-0.62,1.261
1880,"September",9,1880-09-01,25.15,-0.03,28.13,-0.56,0.734
1880,"October",10,1880-10-01,25.27,0.17,28.38,-0.3,0.561
1880,"November",11,1880-11-01,25.34,0.24,28.59,-0.03,0.742
1880,"December",12,1880-12-01,25.2,0.18,28.51,0.06,-0.332
1881,"January",1,1881-01-01,25.69,0.29,28.32,0.06,-0.84
1881,"February",2,1881-02-01,26.3,0.23,28.24,0.14,-0.667
1881,"March",3,1881-03-01,27.14,0.32,28.53,0.24,0.016
1881,"April",4,1881-04-01,27.55,0.41,28.9,0.4,0.429
1881,"May",5,1881-05-01,26.97,0.16,29.06,0.25,-0.555
1881,"June",6,1881-06-01,26.51,0.23,28.89,0.08,-0.783
1881,"July",7,1881-07-01,25.35,-0.26,28.44,-0.33,-0.509
1881,"August",8,1881-08-01,24.68,-0.17,28.5,-0.18,-1.395
1881,"September",9,1881-09-01,24.49,-0.33,28.33,-0.35,-1.352
1881,"October",10,1881-10-01,24.5,-0.43,28.3,-0.38,-2.599
1881,"November",11,1881-11-01,24.37,-0.59,28.16,-0.46,0.492
1881,"December",12,1881-12-01,24.66,-0.37,28.14,-0.31,0.698
1882,"January",1,1882-01-01,24.97,-0.45,27.91,-0.35,-0.764
1882,"February",2,1882-02-01,25.61,-0.55,27.68,-0.41,-0.261
1882,"March",3,1882-03-01,26.4,-0.53,27.92,-0.36,0.409
1882,"April",4,1882-04-01,27.33,0.1,28.57,0.07,-0.055
1882,"May",5,1882-05-01,26.82,0.01,28.86,0.06,0.347
1882,"June",6,1882-06-01,25.75,-0.4,28.66,-0.16,-1.754
1882,"July",7,1882-07-01,24.66,-0.57,28.43,-0.34,-2.125
1882,"August",8,1882-08-01,24.29,-0.33,28.54,-0.13,-2.743
1882,"September",9,1882-09-01,24.43,-0.51,28.08,-0.6,-1.444
1882,"October",10,1882-10-01,24.3,-0.65,28.11,-0.56,-0.093
1882,"November",11,1882-11-01,24.09,-0.92,27.81,-0.81,0.212
1882,"December",12,1882-12-01,24.32,-0.75,27.74,-0.71,1.044
1883,"January",1,1883-01-01,24.79,-0.46,28,-0.26,0.48
1883,"February",2,1883-02-01,25.66,-0.49,27.95,-0.14,-0.948
1883,"March",3,1883-03-01,26.57,-0.4,28.05,-0.23,-2.938
1883,"April",4,1883-04-01,27.17,-0.23,28.27,-0.23,1.632
1883,"May",5,1883-05-01,26.63,-0.38,28.43,-0.38,1.468
1883,"June",6,1883-06-01,26.37,-0.21,28.43,-0.38,0.257
1883,"July",7,1883-07-01,25.66,-0.01,28.52,-0.26,-1.011
1883,"August",8,1883-08-01,24.89,-0.03,28.31,-0.37,0.063
1883,"September",9,1883-09-01,24.66,-0.17,28.32,-0.37,-0.81
1883,"October",10,1883-10-01,24.45,-0.42,28.5,-0.18,0.355
1883,"November",11,1883-11-01,24.74,-0.22,28.52,-0.1,0.194
1883,"December",12,1883-12-01,24.8,-0.14,28.31,-0.14,-1.774
1884,"January",1,1884-01-01,25.25,-0.11,28.21,-0.05,-1.398
1884,"February",2,1884-02-01,26.12,-0.01,28.26,0.17,-0.613
1884,"March",3,1884-03-01,27.17,0,28.43,0.14,0.882
1884,"April",4,1884-04-01,27.79,0.26,28.72,0.22,-1.595
1884,"May",5,1884-05-01,27.35,0.4,29.35,0.54,0.18
1884,"June",6,1884-06-01,26.41,-0.13,28.61,-0.21,0.984
1884,"July",7,1884-07-01,25.84,0.28,28.83,0.06,-0.276
1884,"August",8,1884-08-01,25.28,0.2,28.69,0.01,-0.633
1884,"September",9,1884-09-01,25.19,0.18,28.64,-0.05,-0.702
1884,"October",10,1884-10-01,25.29,0.29,28.57,-0.1,0.381
1884,"November",11,1884-11-01,25.46,0.3,28.45,-0.17,-0.26
1884,"December",12,1884-12-01,25.7,0.35,28.4,-0.05,-1.5
1885,"January",1,1885-01-01,25.82,0.12,28.05,-0.22,-1.783
1885,"February",2,1885-02-01,26.47,0.27,28.17,0.08,0.037
1885,"March",3,1885-03-01,27.03,0.12,28.43,0.14,0.386
1885,"April",4,1885-04-01,27.32,-0.02,28.47,-0.03,0.155
1885,"May",5,1885-05-01,27.03,0.44,29.27,0.46,0.014
1885,"June",6,1885-06-01,26.25,0.17,28.88,0.07,-1.911
1885,"July",7,1885-07-01,25.3,0.08,28.71,-0.07,-0.446
1885,"August",8,1885-08-01,25.03,0.34,28.83,0.15,-1.135
1885,"September",9,1885-09-01,25.25,0.52,28.89,0.21,-0.431
1885,"October",10,1885-10-01,25.3,0.72,29.14,0.46,-1.922
1885,"November",11,1885-11-01,25.49,0.81,29.03,0.41,-1.547
1885,"December",12,1885-12-01,25.84,1.02,28.9,0.45,0.466
1886,"January",1,1886-01-01,25.13,0.17,28.47,0.21,-0.217
1886,"February",2,1886-02-01,25.68,-0.1,28.29,0.19,0.005
1886,"March",3,1886-03-01,26.39,-0.11,28.63,0.34,0.149
1886,"April",4,1886-04-01,26.76,-0.37,28.54,0.04,0.493
1886,"May",5,1886-05-01,25.88,-0.85,28.32,-0.49,0.539
1886,"June",6,1886-06-01,25.17,-0.9,28.09,-0.72,0.429
1886,"July",7,1886-07-01,24.56,-0.97,27.84,-0.93,0.741
1886,"August",8,1886-08-01,23.91,-1.03,27.69,-0.98,1.33
1886,"September",9,1886-09-01,23.84,-1.21,27.59,-1.09,1.282
1886,"October",10,1886-10-01,23.81,-1.14,27.73,-0.95,1.301
1886,"November",11,1886-11-01,23.72,-1.34,27.57,-1.05,0.882
1886,"December",12,1886-12-01,23.7,-1.44,27.2,-1.25,1.508
1887,"January",1,1887-01-01,24.65,-0.68,27.56,-0.71,1.201
1887,"February",2,1887-02-01,25.08,-1.02,27.73,-0.37,0.953
1887,"March",3,1887-03-01,25.85,-1.17,27.57,-0.71,0.947
1887,"April",4,1887-04-01,26.37,-1.18,27.59,-0.92,0.999
1887,"May",5,1887-05-01,26.11,-1.14,27.84,-0.97,-0.584
1887,"June",6,1887-06-01,26.07,-0.56,28.2,-0.61,0.465
1887,"July",7,1887-07-01,25.24,-0.55,28.24,-0.54,0.525
1887,"August",8,1887-08-01,24.27,-0.62,28.12,-0.55,0.333
1887,"September",9,1887-09-01,24.62,-0.34,28.13,-0.55,0.451
1887,"October",10,1887-10-01,24.67,-0.12,28.33,-0.34,0.506
1887,"November",11,1887-11-01,24.87,0.04,28.51,-0.12,-0.633
1887,"December",12,1887-12-01,25.15,0.15,28.26,-0.19,0.454
1888,"January",1,1888-01-01,25.68,0.15,28.02,-0.24,-0.322
1888,"February",2,1888-02-01,26.62,0.66,28.45,0.36,-0.328
1888,"March",3,1888-03-01,27.2,0.4,28.6,0.32,-1.475
1888,"April",4,1888-04-01,27.59,0.3,28.77,0.27,-2.797
1888,"May",5,1888-05-01,27.64,0.47,28.95,0.14,-1.12
1888,"June",6,1888-06-01,27.05,0.4,28.86,0.05,-2.155
1888,"July",7,1888-07-01,26.19,0.56,28.9,0.12,-1.643
1888,"August",8,1888-08-01,25.74,0.93,28.96,0.28,-1.093
1888,"September",9,1888-09-01,25.97,0.58,28.41,-0.28,-0.938
1888,"October",10,1888-10-01,26.43,1.42,29.44,0.77,-1.611
1888,"November",11,1888-11-01,27.17,2.21,29.83,1.21,-1.369
1888,"December",12,1888-12-01,26.87,1.67,29.24,0.79,-0.395
1889,"January",1,1889-01-01,27.6,1.98,29.1,0.83,-2.841
1889,"February",2,1889-02-01,27.69,1.47,28.86,0.76,-0.213
1889,"March",3,1889-03-01,27.84,0.83,28.71,0.42,-3.196
1889,"April",4,1889-04-01,27.84,0.46,28.64,0.14,0.071
1889,"May",5,1889-05-01,27.16,0.32,28.94,0.13,-0.191
1889,"June",6,1889-06-01,26.46,0.09,28.41,-0.4,2.493
1889,"July",7,1889-07-01,24.86,-0.76,28.16,-0.62,0.178
1889,"August",8,1889-08-01,24.03,-0.99,27.99,-0.68,0.046
1889,"September",9,1889-09-01,24.01,-0.92,27.85,-0.84,1.051
1889,"October",10,1889-10-01,23.69,-1.31,27.45,-1.23,0.285
1889,"November",11,1889-11-01,23.97,-1.08,27.54,-1.08,1.919
1889,"December",12,1889-12-01,24.1,-1.25,27.29,-1.16,2.349
1890,"January",1,1890-01-01,23.58,-2.49,26.32,-1.94,2.163
1890,"February",2,1890-02-01,24.66,-2.11,26.5,-1.6,1.032
1890,"March",3,1890-03-01,26.09,-1.15,27.4,-0.89,1.427
1890,"April",4,1890-04-01,26.34,-1.14,27.71,-0.79,0.746
1890,"May",5,1890-05-01,26,-1,28.06,-0.75,0.345
1890,"June",6,1890-06-01,25.53,-0.86,27.76,-1.05,0.449
1890,"July",7,1890-07-01,24.71,-0.92,27.7,-1.08,-0.23
1890,"August",8,1890-08-01,23.93,-1.38,27.14,-1.53,-0.417
1890,"September",9,1890-09-01,23.93,-1.29,27.16,-1.52,0.883
1890,"October",10,1890-10-01,23.85,-1.26,27.41,-1.26,0.174
1890,"November",11,1890-11-01,23.97,-1.07,27.5,-1.12,0.162
1890,"December",12,1890-12-01,24.54,-0.68,27.73,-0.72,-0.042
1891,"January",1,1891-01-01,25.16,-0.45,27.79,-0.47,1.555
1891,"February",2,1891-02-01,26.04,-0.25,27.99,-0.11,-0.491
1891,"March",3,1891-03-01,27.05,-0.07,28.19,-0.09,-1.223
1891,"April",4,1891-04-01,27.65,0.15,28.45,-0.05,0.704
1891,"May",5,1891-05-01,27.33,0.13,28.75,-0.06,0.279
1891,"June",6,1891-06-01,26.91,0.29,28.64,-0.17,-0.284
1891,"July",7,1891-07-01,25.89,0.11,28.4,-0.37,-0.578
1891,"August",8,1891-08-01,25.1,0.05,28.39,-0.29,-1.197
1891,"September",9,1891-09-01,24.72,-0.08,28.34,-0.34,-1.077
1891,"October",10,1891-10-01,24.72,-0.03,28.51,-0.16,0.054
1891,"November",11,1891-11-01,24.91,0.06,28.58,-0.04,-0.487
1891,"December",12,1891-12-01,25.05,0.01,28.37,-0.07,-0.619
1892,"January",1,1892-01-01,25.12,-0.5,27.75,-0.51,0.199
1892,"February",2,1892-02-01,25.9,-0.34,27.8,-0.29,-1.127
1892,"March",3,1892-03-01,26.45,-0.58,27.73,-0.56,1.087
1892,"April",4,1892-04-01,26.74,-0.65,27.76,-0.74,0.957
1892,"May",5,1892-05-01,26.18,-0.72,28.31,-0.5,1.373
1892,"June",6,1892-06-01,25.77,-0.57,28.2,-0.61,2.253
1892,"July",7,1892-07-01,24.93,-0.62,28.01,-0.76,0.781
1892,"August",8,1892-08-01,24.33,-0.63,27.8,-0.88,0.484
1892,"September",9,1892-09-01,23.85,-1.07,27.46,-1.23,0.007
1892,"October",10,1892-10-01,23.29,-1.54,27.22,-1.46,0.852
1892,"November",11,1892-11-01,23.38,-1.62,27.22,-1.4,-0.878
1892,"December",12,1892-12-01,23.74,-1.18,27.68,-0.77,0.298
1893,"January",1,1893-01-01,24.01,-1.23,27.67,-0.6,0.912
1893,"February",2,1893-02-01,24.9,-1.16,27.57,-0.53,0.652
1893,"March",3,1893-03-01,25.8,-1.24,27.5,-0.78,0.32
1893,"April",4,1893-04-01,26.24,-1.3,27.35,-1.15,1.442
1893,"May",5,1893-05-01,25.89,-1.32,27.59,-1.22,1.76
1893,"June",6,1893-06-01,25.51,-1.19,27.45,-1.36,2.149
1893,"July",7,1893-07-01,24.59,-1.32,27.08,-1.7,1.876
1893,"August",8,1893-08-01,24.03,-1.29,27.02,-1.66,0.602
1893,"September",9,1893-09-01,24,-1.28,27.09,-1.6,1.212
1893,"October",10,1893-10-01,23.9,-1.36,27.15,-1.52,0.626
1893,"November",11,1893-11-01,24.06,-1.3,27.26,-1.36,0.828
1893,"December",12,1893-12-01,24.23,-1,27.35,-1.1,-0.496
1894,"January",1,1894-01-01,24.72,-1.09,27.07,-1.19,2.149
1894,"February",2,1894-02-01,25.41,-1.13,26.85,-1.24,0.969
1894,"March",3,1894-03-01,26.19,-1.06,27.19,-1.1,0.823
1894,"April",4,1894-04-01,26.68,-0.92,27.49,-1.01,1.104
1894,"May",5,1894-05-01,26.16,-1,27.82,-0.99,-0.857
1894,"June",6,1894-06-01,25.81,-0.84,27.83,-0.98,-0.008
1894,"July",7,1894-07-01,24.99,-0.88,27.81,-0.97,0.471
1894,"August",8,1894-08-01,24.34,-0.8,27.83,-0.84,-1.405
1894,"September",9,1894-09-01,24.11,-1.1,27.41,-1.28,-0.241
1894,"October",10,1894-10-01,24.21,-0.82,27.69,-0.98,0.31
1894,"November",11,1894-11-01,24.14,-0.92,27.64,-0.98,-0.894
1894,"December",12,1894-12-01,24.52,-0.48,27.85,-0.6,0.065
1895,"January",1,1895-01-01,24.86,-0.73,27.48,-0.79,0.544
1895,"February",2,1895-02-01,25.74,-0.49,27.63,-0.46,0.617
1895,"March",3,1895-03-01,26.53,-0.4,27.81,-0.48,-0.265
1895,"April",4,1895-04-01,27.21,-0.17,28.06,-0.44,1.336
1895,"May",5,1895-05-01,26.96,-0.03,28.39,-0.42,0.651
1895,"June",6,1895-06-01,26.31,-0.21,28.24,-0.57,-1.255
1895,"July",7,1895-07-01,25.4,-0.26,28.23,-0.54,-0.747
1895,"August",8,1895-08-01,25.29,0.36,28.67,0,-1.019
1895,"September",9,1895-09-01,25.37,0.42,28.59,-0.1,-0.522
1895,"October",10,1895-10-01,25.46,0.32,28.42,-0.25,-0.817
1895,"November",11,1895-11-01,25.5,0.44,28.58,-0.04,-0.47
1895,"December",12,1895-12-01,25.69,0.48,28.46,0.01,-1
1896,"January",1,1896-01-01,25.96,0.16,28.09,-0.17,0.072
1896,"February",2,1896-02-01,26.52,0.09,27.94,-0.15,0.372
1896,"March",3,1896-03-01,27.17,0.15,28.29,0,-0.841
1896,"April",4,1896-04-01,27.48,-0.01,28.35,-0.15,-1.194
1896,"May",5,1896-05-01,27.12,-0.04,28.74,-0.07,-3.232
1896,"June",6,1896-06-01,26.54,-0.21,28.36,-0.45,-2.987
1896,"July",7,1896-07-01,25.95,0.43,28.92,0.14,-1.39
1896,"August",8,1896-08-01,26.03,1.05,29.17,0.49,-2.548
1896,"September",9,1896-09-01,25.86,1.04,29.16,0.47,-1.877
1896,"October",10,1896-10-01,25.86,1.1,29.08,0.4,-2.008
1896,"November",11,1896-11-01,26.55,1.51,29.17,0.55,-1.262
1896,"December",12,1896-12-01,26.75,1.55,29.06,0.61,-1.693
1897,"January",1,1897-01-01,27.03,1.49,28.85,0.58,-1.42
1897,"February",2,1897-02-01,27.41,1.14,28.65,0.55,-0.861
1897,"March",3,1897-03-01,27.61,0.54,28.49,0.2,-2.007
1897,"April",4,1897-04-01,27.26,-0.22,28.27,-0.23,-1.996
1897,"May",5,1897-05-01,26.87,-0.17,28.56,-0.25,-1.587
1897,"June",6,1897-06-01,26.4,-0.02,28.56,-0.25,-0.159
1897,"July",7,1897-07-01,25.55,0.07,28.7,-0.08,-0.19
1897,"August",8,1897-08-01,24.81,-0.15,28.59,-0.09,-0.105
1897,"September",9,1897-09-01,24.54,-0.24,28.54,-0.15,-0.004
1897,"October",10,1897-10-01,24.45,-0.57,28.2,-0.48,0.099
1897,"November",11,1897-11-01,24.45,-0.61,27.93,-0.69,-0.964
1897,"December",12,1897-12-01,24.69,-0.4,27.86,-0.59,1.044
1898,"January",1,1898-01-01,25.1,-0.51,27.54,-0.72,0.649
1898,"February",2,1898-02-01,25.76,-0.57,27.6,-0.5,0.474
1898,"March",3,1898-03-01,26.29,-0.79,27.74,-0.55,2.018
1898,"April",4,1898-04-01,26.78,-0.61,28.14,-0.36,1.336
1898,"May",5,1898-05-01,26.39,-0.59,28.33,-0.48,-0.106
1898,"June",6,1898-06-01,25.94,-0.28,28.36,-0.46,-0.507
1898,"July",7,1898-07-01,25.06,-0.63,28.17,-0.61,0.649
1898,"August",8,1898-08-01,24.38,-0.76,27.83,-0.85,0.719
1898,"September",9,1898-09-01,24.6,-0.19,28.01,-0.68,0.878
1898,"October",10,1898-10-01,24.64,-0.33,28.21,-0.47,0.344
1898,"November",11,1898-11-01,24.36,-0.66,27.91,-0.71,0.016
1898,"December",12,1898-12-01,24.37,-0.78,27.61,-0.83,0.422
1899,"January",1,1899-01-01,25.02,-0.75,27.24,-1.02,1.314
1899,"February",2,1899-02-01,25.76,-0.71,27.29,-0.81,0.866
1899,"March",3,1899-03-01,26.73,-0.56,27.58,-0.71,1.383
1899,"April",4,1899-04-01,27.21,-0.34,28.03,-0.47,0.493
1899,"May",5,1899-05-01,27.11,0.04,28.55,-0.26,-0.756
1899,"June",6,1899-06-01,26.65,0.09,28.43,-0.39,-1.427
1899,"July",7,1899-07-01,25.47,-0.02,28.64,-0.14,-0.531
1899,"August",8,1899-08-01,25.89,0.63,28.71,0.03,-1.177
1899,"September",9,1899-09-01,25.69,0.43,28.5,-0.19,-0.189
1899,"October",10,1899-10-01,25.92,0.92,29.15,0.48,0.743
1899,"November",11,1899-11-01,26.22,1.29,29.35,0.73,1.657
1899,"December",12,1899-12-01,26.43,1.51,29.34,0.89,-0.443
1900,"January",1,1900-01-01,26.98,1.41,28.89,0.63,-0.891
1900,"February",2,1900-02-01,27.7,1.29,28.67,0.58,-0.729
1900,"March",3,1900-03-01,28.15,0.99,28.76,0.47,-2.953
1900,"April",4,1900-04-01,28.07,0.66,28.87,0.37,-2.101
1900,"May",5,1900-05-01,27.57,0.54,29.09,0.28,-0.756
1900,"June",6,1900-06-01,27.29,0.76,28.99,0.18,3.096
1900,"July",7,1900-07-01,26.3,0.75,29,0.22,1.017
1900,"August",8,1900-08-01,25.58,0.78,28.94,0.26,0.751
1900,"September",9,1900-09-01,25.32,0.56,28.86,0.17,-1.612
1900,"October",10,1900-10-01,25.07,0.42,28.93,0.26,-2.125
1900,"November",11,1900-11-01,24.87,0.14,28.8,0.18,-0.753
1900,"December",12,1900-12-01,25.45,0.6,29,0.56,-0.728
1901,"January",1,1901-01-01,26.04,0.82,28.85,0.59,-0.09
1901,"February",2,1901-02-01,26.37,0.29,28.34,0.24,0.205
1901,"March",3,1901-03-01,26.86,0.05,28.4,0.12,0.88
1901,"April",4,1901-04-01,27.09,-0.13,28.54,0.04,0.64
1901,"May",5,1901-05-01,26.51,-0.19,28.72,-0.09,0.08
1901,"June",6,1901-06-01,25.99,-0.26,28.47,-0.34,2.3
1901,"July",7,1901-07-01,25.09,-0.3,28.45,-0.32,1.508
