"year","month","month_n","date","nino3","nino34anom","nino4","nino4anom","soi"
1933,"May",5,1933-05-01,26.55,-0.4,28.3,-0.51,0.738
1933,"June",6,1933-06-01,25.71,-0.86,27.95,-0.87,-0.679
1933,"July",7,1933-07-01,24.89,-0.66,28.15,-0.63,0.376
1933,"August",8,1933-08-01,24.15,-0.94,27.83,-0.85,-0.234
1933,"September",9,1933-09-01,24.2,-0.77,27.72,-0.97,0.168
1933,"October",10,1933-10-01,23.96,-1.1,27.45,-1.23,0.174
1933,"November",11,1933-11-01,23.95,-1.06,27.7,-0.92,0.53
1933,"December",12,1933-12-01,24,-1.21,27.3,-1.14,0.811
1934,"January",1,1934-01-01,24.93,-0.93,27.13,-1.14,0.618
1934,"February",2,1934-02-01,25.66,-0.87,27.19,-0.9,-0.061
1934,"March",3,1934-03-01,26.44,-0.95,27.23,-1.06,-0.117
1934,"April",4,1934-04-01,27.38,-0.42,27.91,-0.59,0.641
1934,"May",5,1934-05-01,26.63,-0.49,28.12,-0.69,-0.756
1934,"June",6,1934-06-01,26.27,-0.33,28.25,-0.56,1.121
1934,"July",7,1934-07-01,25.13,-0.43,28.12,-0.66,0.299
1934,"August",8,1934-08-01,24.84,-0.33,27.9,-0.78,-2.444
1934,"September",9,1934-09-01,24.76,-0.52,27.96,-0.72,-0.644
1934,"October",10,1934-10-01,24.7,-0.26,28.09,-0.59,0.381
1934,"November",11,1934-11-01,24.93,-0.11,28.2,-0.42,1.213
1934,"December",12,1934-12-01,24.71,-0.24,28.07,-0.37,-0.38
1935,"January",1,1935-01-01,25.06,-0.32,27.81,-0.46,0.641
1935,"February",2,1935-02-01,25.7,-0.19,28.01,-0.09,-0.558
1935,"March",3,1935-03-01,26.79,-0.28,27.94,-0.35,1.205
1935,"April",4,1935-04-01,27.36,-0.32,28,-0.5,0.366
1935,"May",5,1935-05-01,26.68,-0.54,28.12,-0.69,-0.464
1935,"June",6,1935-06-01,25.91,-0.4,28.25,-0.56,-0.423
1935,"July",7,1935-07-01,24.77,-0.65,28.14,-0.64,-0.02
1935,"August",8,1935-08-01,25,0.06,28.57,-0.1,0.001
1935,"September",9,1935-09-01,25.08,0.08,28.51,-0.17,0.59
1935,"October",10,1935-10-01,25,0.28,28.74,0.06,0.596
1935,"November",11,1935-11-01,25.27,0.28,28.61,-0.01,0.303
1935,"December",12,1935-12-01,25.18,-0.04,28.32,-0.13,-0.555
1936,"January",1,1936-01-01,26.14,0.74,28.32,0.06,-0.305
1936,"February",2,1936-02-01,26.72,0.49,28.31,0.21,-0.044
1936,"March",3,1936-03-01,26.98,0,28.31,0.03,0.052
1936,"April",4,1936-04-01,27.62,0.29,28.71,0.21,2.813
1936,"May",5,1936-05-01,26.69,-0.07,29.15,0.34,0.267
1936,"June",6,1936-06-01,25.89,-0.35,28.57,-0.24,-0.367
1936,"July",7,1936-07-01,25.28,-0.34,28.49,-0.29,0.431
1936,"August",8,1936-08-01,24.65,-0.32,28.44,-0.24,-0.996
1936,"September",9,1936-09-01,24.9,-0.1,28.49,-0.2,0.232
1936,"October",10,1936-10-01,25.36,0.38,28.77,0.09,-0.112
1936,"November",11,1936-11-01,25.01,-0.03,28.35,-0.27,-1.548
1936,"December",12,1936-12-01,25.59,0.63,28.74,0.29,-0.035
1937,"January",1,1937-01-01,25.42,-0.3,28.04,-0.23,0.946
1937,"February",2,1937-02-01,26.56,0.3,28.38,0.28,-0.594
1937,"March",3,1937-03-01,26.88,0.25,28.84,0.55,0.555
1937,"April",4,1937-04-01,27.6,0.21,28.48,-0.02,0.176
1937,"May",5,1937-05-01,26.37,-0.43,28.61,-0.2,0.194
1937,"June",6,1937-06-01,26.05,-0.3,28.38,-0.43,0.221
1937,"July",7,1937-07-01,25.53,0.09,28.77,0,-0.531
1937,"August",8,1937-08-01,24.59,-0.2,28.53,-0.15,0.204
1937,"September",9,1937-09-01,25.18,0.17,28.42,-0.26,0.042
1937,"October",10,1937-10-01,24.67,-0.1,28.46,-0.22,-0.394
1937,"November",11,1937-11-01,24.94,0.21,28.67,0.04,-0.456
1937,"December",12,1937-12-01,25.2,0.22,28.15,-0.29,0.643
1938,"January",1,1938-01-01,25.21,-0.21,28,-0.26,0.754
1938,"February",2,1938-02-01,26.36,0.23,28.03,-0.07,0.208
1938,"March",3,1938-03-01,26.84,-0.06,28.26,-0.03,-0.552
1938,"April",4,1938-04-01,27.14,0.09,28.27,-0.23,0.387
1938,"May",5,1938-05-01,26.7,-0.33,28.29,-0.52,1.176
1938,"June",6,1938-06-01,25.25,-0.88,28.07,-0.74,2.009
1938,"July",7,1938-07-01,24.03,-0.98,28.11,-0.67,1.867
1938,"August",8,1938-08-01,23.96,-0.81,27.85,-0.83,1.243
1938,"September",9,1938-09-01,24.31,-0.28,28.32,-0.37,0.686
1938,"October",10,1938-10-01,24.22,-0.75,27.83,-0.84,1.367
1938,"November",11,1938-11-01,24.11,-0.72,27.98,-0.64,-0.071
1938,"December",12,1938-12-01,24.08,-0.79,27.86,-0.59,1.423
1939,"January",1,1939-01-01,24.89,-0.67,27.67,-0.59,1.739
1939,"February",2,1939-02-01,25.44,-0.95,27.48,-0.61,0.656
1939,"March",3,1939-03-01,26.16,-0.85,27.8,-0.49,1.14
1939,"April",4,1939-04-01,27.16,-0.27,28.3,-0.2,1.126
1939,"May",5,1939-05-01,26.9,-0.25,28.62,-0.19,-0.098
1939,"June",6,1939-06-01,26.71,0.05,28.47,-0.35,-0.367
1939,"July",7,1939-07-01,25.72,0.25,28.71,-0.07,0.839
1939,"August",8,1939-08-01,25.18,0.06,28.43,-0.24,-0.108
1939,"September",9,1939-09-01,24.97,0.43,29.16,0.47,-0.95
1939,"October",10,1939-10-01,24.7,-0.47,28,-0.68,-1.707
1939,"November",11,1939-11-01,25.35,0.32,28.47,-0.15,-0.964
1939,"December",12,1939-12-01,25.16,0.05,28.68,0.23,-1.072
1940,"January",1,1940-01-01,26.76,1.18,28.76,0.5,-0.056
1940,"February",2,1940-02-01,27.63,1.38,28.8,0.7,-0.56
1940,"March",3,1940-03-01,28.2,1.19,28.94,0.65,-1.335
1940,"April",4,1940-04-01,28.28,0.8,28.87,0.36,-0.941
1940,"May",5,1940-05-01,27.28,0.34,29.07,0.27,-1.393
1940,"June",6,1940-06-01,26.87,0.55,29.25,0.44,-2.488
1940,"July",7,1940-07-01,25.55,0.21,29.09,0.31,-1.502
1940,"August",8,1940-08-01,25.69,0.75,28.87,0.19,-2.11
1940,"September",9,1940-09-01,25.01,0.05,28.65,-0.03,-1.947
1940,"October",10,1940-10-01,25.12,0.32,28.98,0.3,-1.801
1940,"November",11,1940-11-01,25.28,0.7,29.15,0.53,-0.773
1940,"December",12,1940-12-01,26.26,1.39,29.22,0.77,-3.38
1941,"January",1,1941-01-01,26.83,1.38,28.92,0.66,-1.131
1941,"February",2,1941-02-01,27.63,1.34,28.75,0.66,-1.6
1941,"March",3,1941-03-01,28.49,1.41,29.2,0.91,-1.333
1941,"April",4,1941-04-01,28.76,1.36,29.49,0.99,-1.195
1941,"May",5,1941-05-01,28.26,1.32,29.8,1,-0.749
1941,"June",6,1941-06-01,27.15,0.88,29.33,0.52,-1.888
1941,"July",7,1941-07-01,26.06,0.73,29.35,0.58,-1.997
1941,"August",8,1941-08-01,25.69,0.79,29.18,0.51,-2.197
1941,"September",9,1941-09-01,25.55,0.68,29.04,0.36,-0.826
1941,"October",10,1941-10-01,25.84,0.99,29.26,0.59,-2.286
1941,"November",11,1941-11-01,26.12,1.17,29.37,0.75,-1.092
1941,"December",12,1941-12-01,26.45,1.27,29.28,0.83,-1.068
1942,"January",1,1942-01-01,26.09,0.61,28.74,0.48,-1.508
1942,"February",2,1942-02-01,26.55,0.53,28.54,0.44,-0.515
1942,"March",3,1942-03-01,27.13,0.25,28.35,0.06,-0.799
1942,"April",4,1942-04-01,27.53,0.57,28.99,0.49,-0.52
1942,"May",5,1942-05-01,26.77,-0.1,28.66,-0.15,0.247
1942,"June",6,1942-06-01,25.65,-0.52,28.53,-0.29,0.797
1942,"July",7,1942-07-01,24.57,-0.55,28.45,-0.33,-0.078
1942,"August",8,1942-08-01,23.73,-0.96,28.16,-0.51,0.298
1942,"September",9,1942-09-01,23.61,-1.17,27.96,-0.72,0.815
1942,"October",10,1942-10-01,23.42,-1.32,27.9,-0.78,0.696
1942,"November",11,1942-11-01,23.31,-1.5,27.83,-0.79,-0.642
1942,"December",12,1942-12-01,23.96,-1.24,27.54,-0.91,1.424
1943,"January",1,1943-01-01,24.69,-1.2,27.02,-1.25,0.879
1943,"February",2,1943-02-01,25.32,-1.18,27.22,-0.87,0.913
1943,"March",3,1943-03-01,26.03,-1.1,27.62,-0.67,0.291
1943,"April",4,1943-04-01,27.01,-0.6,28.05,-0.45,1.589
1943,"May",5,1943-05-01,26.88,-0.36,28.64,-0.17,0.252
1943,"June",6,1943-06-01,26.48,-0.11,28.61,-0.2,-1.127
1943,"July",7,1943-07-01,25.59,-0.09,28.65,-0.13,0.302
1943,"August",8,1943-08-01,25.03,0.05,28.73,0.06,0.691
1943,"September",9,1943-09-01,24.53,-0.24,28.44,-0.25,0.527
1943,"October",10,1943-10-01,24.71,-0.44,28.19,-0.49,0.794
1943,"November",11,1943-11-01,24.52,-0.5,28.07,-0.55,0.215
1943,"December",12,1943-12-01,24.67,-0.42,28.1,-0.35,-1.055
1944,"January",1,1944-01-01,25.05,-0.42,27.98,-0.28,-0.953
1944,"February",2,1944-02-01,26.47,0.16,27.92,-0.18,0.3
1944,"March",3,1944-03-01,26.88,-0.21,28.2,-0.08,0.464
1944,"April",4,1944-04-01,27.63,0.11,28.48,-0.02,-0.541
1944,"May",5,1944-05-01,27.04,0.14,28.9,0.09,0.015
1944,"June",6,1944-06-01,26.54,0.04,28.75,-0.06,-0.608
1944,"July",7,1944-07-01,25.69,0.08,28.8,0.03,-0.848
1944,"August",8,1944-08-01,24.99,0,28.73,0.05,0.13
1944,"September",9,1944-09-01,24.73,-0.31,28.6,-0.08,0.217
1944,"October",10,1944-10-01,24.58,-0.22,28.58,-0.1,-1.03
1944,"November",11,1944-11-01,24.34,-0.35,28.62,0,-0.836
1944,"December",12,1944-12-01,24.57,-0.26,28.4,-0.05,0.364
1945,"January",1,1945-01-01,25.1,-0.36,27.97,-0.29,0.434
1945,"February",2,1945-02-01,26.03,-0.47,27.72,-0.38,0.535
1945,"March",3,1945-03-01,26.26,-0.79,27.53,-0.76,1.33
1945,"April",4,1945-04-01,26.88,-0.76,27.7,-0.8,-0.731
1945,"May",5,1945-05-01,27,-0.46,28.11,-0.7,0.023
1945,"June",6,1945-06-01,26.18,-0.59,28.02,-0.79,0.797
1945,"July",7,1945-07-01,25.2,-0.61,28.21,-0.57,0.39
1945,"August",8,1945-08-01,24.45,-0.84,28.11,-0.57,1.063
1945,"September",9,1945-09-01,24.42,-0.82,28.17,-0.51,0.802
1945,"October",10,1945-10-01,24.32,-0.86,28.23,-0.44,0.211
1945,"November",11,1945-11-01,24.73,-0.42,28.36,-0.26,-0.447
1945,"December",12,1945-12-01,24.61,-0.54,28.09,-0.36,0.633
1946,"January",1,1946-01-01,24.88,-0.44,27.92,-0.34,-0.325
1946,"February",2,1946-02-01,25.7,-0.24,27.95,-0.14,0.294
1946,"March",3,1946-03-01,26.5,-0.36,28.05,-0.24,-0.385
1946,"April",4,1946-04-01,26.94,-0.48,28.33,-0.17,-1.026
1946,"May",5,1946-05-01,26.45,-0.39,28.79,-0.02,-1.192
1946,"June",6,1946-06-01,26.01,0.15,29.14,0.33,-1.323
1946,"July",7,1946-07-01,25.27,0.03,28.88,0.11,-0.985
1946,"August",8,1946-08-01,24.04,-0.52,28.6,-0.07,-0.635
1946,"September",9,1946-09-01,24.61,-0.19,28.86,0.18,-1.575
1946,"October",10,1946-10-01,24.58,-0.01,28.76,0.08,-1.384
1946,"November",11,1946-11-01,24.6,-0.18,28.64,0.02,-0.248
1946,"December",12,1946-12-01,24.95,0.03,28.9,0.45,-0.714
1947,"January",1,1947-01-01,25.81,0.39,28.48,0.22,-0.633
1947,"February",2,1947-02-01,26.19,-0.13,27.96,-0.14,-0.564
1947,"March",3,1947-03-01,27.26,0.28,28.53,0.24,1.127
1947,"April",4,1947-04-01,27.34,-0.07,28.43,-0.07,-0.562
1947,"May",5,1947-05-01,26.63,-0.55,28.67,-0.14,-1.243
1947,"June",6,1947-06-01,26.35,0.07,29.2,0.38,0.165
1947,"July",7,1947-07-01,25.2,-0.39,28.41,-0.37,0.979
1947,"August",8,1947-08-01,24.48,-0.37,28.49,-0.19,0.657
1947,"September",9,1947-09-01,24.02,-1.05,27.97,-0.71,1.097
1947,"October",10,1947-10-01,24.22,-0.82,27.89,-0.79,-0.351
1947,"November",11,1947-11-01,24.46,-0.73,27.76,-0.86,0.753
1947,"December",12,1947-12-01,25.28,0.18,28.41,-0.04,0.471
1948,"January",1,1948-01-01,25.46,0.05,28.26,-0.01,-0.429
1948,"February",2,1948-02-01,26.67,0.37,27.91,-0.19,-0.406
1948,"March",3,1948-03-01,27.6,0.63,28.58,0.3,-0.6
1948,"April",4,1948-04-01,27.52,0.25,28.6,0.1,0.261
1948,"May",5,1948-05-01,27.05,0.31,29.27,0.46,0.345
1948,"June",6,1948-06-01,26.17,0.06,29.2,0.39,-0.759
1948,"July",7,1948-07-01,25.23,-0.06,28.59,-0.19,0.095
1948,"August",8,1948-08-01,24.97,-0.02,28.43,-0.25,-0.546
1948,"September",9,1948-09-01,24.55,-0.02,28.46,-0.23,-0.76
1948,"October",10,1948-10-01,24.16,-0.68,28.38,-0.29,0.537
1948,"November",11,1948-11-01,24.65,-0.3,28.33,-0.3,0.186
1948,"December",12,1948-12-01,25.35,0.38,28.28,-0.17,-0.719
1949,"January",1,1949-01-01,24.84,-0.46,28.09,-0.18,-0.862
1949,"February",2,1949-02-01,26.35,0.26,28.49,0.4,0.05
1949,"March",3,1949-03-01,26.59,-0.55,27.93,-0.36,0.494
1949,"April",4,1949-04-01,27.72,0.19,28.45,-0.06,0.282
1949,"May",5,1949-05-01,26.95,-0.07,28.62,-0.19,-0.684
1949,"June",6,1949-06-01,25.61,-0.72,28.27,-0.55,-1.599
1949,"July",7,1949-07-01,24.89,-0.39,28.39,-0.39,-0.149
1949,"August",8,1949-08-01,24.42,-0.32,28.48,-0.2,-0.635
1949,"September",9,1949-09-01,23.97,-0.65,27.81,-0.87,0.169
1949,"October",10,1949-10-01,23.81,-0.72,27.95,-0.72,0.385
1949,"November",11,1949-11-01,23.52,-1.33,27.35,-1.27,-0.766
1949,"December",12,1949-12-01,23.81,-1.2,27.56,-0.89,0.769
1950,"January",1,1950-01-01,24.25,-1.05,27.58,-0.69,0.536
1950,"February",2,1950-02-01,24.75,-1.5,27,-1.1,1.581
1950,"March",3,1950-03-01,26.15,-1.07,27.37,-0.91,1.788
1950,"April",4,1950-04-01,26.49,-0.91,27.74,-0.76,1.674
1950,"May",5,1950-05-01,25.74,-1.3,28.02,-0.79,0.554
1950,"June",6,1950-06-01,25.44,-0.86,28.19,-0.62,3.057
1950,"July",7,1950-07-01,24.55,-1.08,27.8,-0.98,2.137
1950,"August",8,1950-08-01,24.49,-0.63,27.69,-0.99,1.142
1950,"September",9,1950-09-01,23.78,-1.1,27.73,-0.96,0.632
1950,"October",10,1950-10-01,24.05,-0.83,27.62,-1.06,1.682
1950,"November",11,1950-11-01,23.53,-1.38,27.2,-1.42,0.893
1950,"December",12,1950-12-01,24.17,-1.04,27.66,-0.79,2.461
1951,"January",1,1951-01-01,24.86,-1.13,27.01,-1.26,1.32
1951,"February",2,1951-02-01,25.91,-0.74,27.14,-0.96,0.474
1951,"March",3,1951-03-01,26.48,-0.77,27.52,-0.77,-0.706
1951,"April",4,1951-04-01,27.48,-0.17,27.97,-0.53,-1.026
1951,"May",5,1951-05-01,26.95,-0.1,28.61,-0.19,-1.293
1951,"June",6,1951-06-01,26.72,-0.09,28.42,-0.39,-0.522
1951,"July",7,1951-07-01,26.72,0.66,28.75,-0.03,-1.33
1951,"August",8,1951-08-01,26.26,0.9,28.82,0.14,-0.749
1951,"September",9,1951-09-01,25.76,0.67,28.78,0.09,-1.168
1951,"October",10,1951-10-01,25.95,0.79,28.82,0.15,-1.439
1951,"November",11,1951-11-01,26,0.78,28.88,0.26,-0.985
1951,"December",12,1951-12-01,25.95,0.71,28.79,0.34,-0.901
1952,"January",1,1952-01-01,26.01,0.39,28.5,0.24,-0.925
1952,"February",2,1952-02-01,26.54,0.24,28.22,0.13,-0.826
1952,"March",3,1952-03-01,27.22,0.04,28.19,-0.09,-0.024
1952,"April",4,1952-04-01,27.62,0.41,28.75,0.24,-0.731
1952,"May",5,1952-05-01,26.54,-0.38,28.85,0.04,0.668
1952,"June",6,1952-06-01,25.72,-0.66,28.52,-0.29,0.777
1952,"July",7,1952-07-01,24.82,-0.59,28.36,-0.42,0.511
1952,"August",8,1952-08-01,24.45,-0.42,28.33,-0.34,-0.383
1952,"September",9,1952-09-01,24.27,-0.35,28.69,0,-0.239
1952,"October",10,1952-10-01,24.66,-0.04,28.55,-0.12,0.117
1952,"November",11,1952-11-01,24.43,-0.32,28.29,-0.33,-0.224
1952,"December",12,1952-12-01,24.45,-0.55,28.17,-0.28,-1.4
1953,"January",1,1953-01-01,25.65,0.36,28.52,0.25,0.123
1953,"February",2,1953-02-01,26.59,0.24,28.09,-0.01,-0.717
1953,"March",3,1953-03-01,27.26,0.22,28.53,0.24,-0.786
1953,"April",4,1953-04-01,28.27,0.77,28.89,0.39,-0.182
1953,"May",5,1953-05-01,27.43,0.35,29.01,0.2,-2.717
1953,"June",6,1953-06-01,26.95,0.41,28.95,0.13,-0.471
1953,"July",7,1953-07-01,25.81,0.2,28.9,0.12,-0.058
1953,"August",8,1953-08-01,25.04,0.04,28.67,0,-1.892
1953,"September",9,1953-09-01,25.59,0.67,28.97,0.29,-1.353
1953,"October",10,1953-10-01,24.94,0.11,28.67,0,-0.183
1953,"November",11,1953-11-01,25.1,0.31,28.79,0.17,-0.364
1953,"December",12,1953-12-01,25.23,0.15,28.34,-0.1,-0.611
1954,"January",1,1954-01-01,25.43,0.39,28.44,0.18,0.572
1954,"February",2,1954-02-01,26.22,0.21,28.19,0.09,-0.518
1954,"March",3,1954-03-01,26.79,0.01,28.3,0.01,-0.307
1954,"April",4,1954-04-01,26.31,-0.32,28.54,0.04,0.409
1954,"May",5,1954-05-01,25.81,-0.53,28.69,-0.12,0.146
1954,"June",6,1954-06-01,25.12,-0.8,28.34,-0.47,-0.495
1954,"July",7,1954-07-01,24.23,-1.02,28.09,-0.69,0.362
1954,"August",8,1954-08-01,23.67,-1.08,27.95,-0.72,0.899
1954,"September",9,1954-09-01,23.55,-1.03,27.87,-0.81,0.168
1954,"October",10,1954-10-01,23.65,-0.91,27.92,-0.76,0.085
1954,"November",11,1954-11-01,23.59,-1.17,27.7,-0.92,0.162
1954,"December",12,1954-12-01,23.96,-0.79,27.89,-0.56,1.315
1955,"January",1,1955-01-01,24.83,-0.66,27.59,-0.67,-0.678
1955,"February",2,1955-02-01,25.67,-0.79,27.21,-0.89,1.305
1955,"March",3,1955-03-01,26.22,-0.8,27.62,-0.67,0.128
1955,"April",4,1955-04-01,26.49,-0.95,27.57,-0.93,-0.815
1955,"May",5,1955-05-01,25.55,-1.23,27.94,-0.87,0.876
1955,"June",6,1955-06-01,25.04,-1.2,28,-0.81,1.626
1955,"July",7,1955-07-01,24.33,-1.32,27.7,-1.08,1.795
1955,"August",8,1955-08-01,24.21,-0.91,27.86,-0.81,1.379
1955,"September",9,1955-09-01,23.46,-1.33,27.76,-0.92,1.395
1955,"October",10,1955-10-01,23.23,-1.59,27.2,-1.48,1.514
1955,"November",11,1955-11-01,22.89,-1.91,27.25,-1.37,1.382
1955,"December",12,1955-12-01,23.5,-1.52,27.19,-1.26,0.909
1956,"January",1,1956-01-01,24.29,-1.23,27.26,-1.01,1.156
1956,"February",2,1956-02-01,25.42,-0.98,27.13,-0.97,1.103
1956,"March",3,1956-03-01,26.43,-0.93,27.43,-0.86,0.893
1956,"April",4,1956-04-01,26.73,-0.78,27.91,-0.59,1.062
1956,"May",5,1956-05-01,26.4,-0.59,28.2,-0.61,1.441
1956,"June",6,1956-06-01,25.83,-0.83,27.87,-0.94,1.257
1956,"July",7,1956-07-01,24.82,-0.94,27.92,-0.85,1.187
1956,"August",8,1956-08-01,24.33,-0.81,27.93,-0.75,1.05
1956,"September",9,1956-09-01,24.18,-0.91,27.66,-1.02,0.061
1956,"October",10,1956-10-01,24.32,-0.69,27.81,-0.87,1.921
1956,"November",11,1956-11-01,23.93,-1.01,27.87,-0.75,0.112
1956,"December",12,1956-12-01,24.34,-0.58,27.98,-0.47,0.989
1957,"January",1,1957-01-01,24.71,-0.56,28.05,-0.21,0.434
1957,"February",2,1957-02-01,26.03,-0.24,28.12,0.02,-0.361
1957,"March",3,1957-03-01,27.34,0.08,28.26,-0.03,-0.368
1957,"April",4,1957-04-01,27.82,0.42,28.78,0.28,0.05
1957,"May",5,1957-05-01,27.62,0.45,29.27,0.46,-1.179
1957,"June",6,1957-06-01,27.35,0.53,28.77,-0.05,-0.367
1957,"July",7,1957-07-01,26.77,0.69,28.86,0.08,0.178
1957,"August",8,1957-08-01,26.14,0.79,28.8,0.13,-1.078
1957,"September",9,1957-09-01,25.58,0.53,28.96,0.27,-1.006
1957,"October",10,1957-10-01,25.76,0.74,29.09,0.41,-0.087
1957,"November",11,1957-11-01,25.99,1.09,29.21,0.59,-1.229
1957,"December",12,1957-12-01,26.3,1.18,29.07,0.62,-0.438
1958,"January",1,1958-01-01,26.77,1.54,29.33,1.07,-1.893
1958,"February",2,1958-02-01,27.26,1.4,29.27,1.17,-0.776
1958,"March",3,1958-03-01,27.67,0.99,29.26,0.97,-0.315
1958,"April",4,1958-04-01,27.54,0.31,28.95,0.45,0.029
1958,"May",5,1958-05-01,26.91,0.32,29.38,0.57,-1.391
1958,"June",6,1958-06-01,26.49,0.3,29.09,0.27,-0.266
1958,"July",7,1958-07-01,25.58,0.04,28.82,0.05,0.23
1958,"August",8,1958-08-01,25.08,0.24,28.96,0.29,0.721
1958,"September",9,1958-09-01,24.69,-0.31,28.49,-0.2,-0.344
1958,"October",10,1958-10-01,24.66,-0.03,28.73,0.06,-0.558
1958,"November",11,1958-11-01,24.83,0.05,28.77,0.15,-0.612
